"BehaviorSpace results (NetLogo 6.0.4)"
"Übung04.nlogo"
"experiment"
"12/10/2018 14:18:36:871 +0100"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-25","25","-25","25"
"[run number]","antenna_dB","probing_range","relay-only","sensing_range","total_nodes","start-msg-tick","[step]","msg_reached_goal","number_of_msg_send","number_of_received"
"1035","7","0.5","true","7","150","13","31","1","73","642"
"1033","7","0.5","true","7","150","13","30","1","54","449"
"1036","7","0.5","true","7","150","13","28","1","63","512"
"1038","7","0.5","true","7","150","13","26","1","70","650"
"1039","7","0.5","true","7","150","13","32","1","71","626"
"1037","7","0.5","true","7","150","13","38","1","74","629"
"1040","7","0.5","true","7","150","13","27","1","62","571"
"1042","7","0.5","true","7","150","13","33","1","61","556"
"1041","7","0.5","true","7","150","13","30","0","76","655"
"1043","7","0.5","true","7","150","13","27","0","66","600"
"1046","7","0.5","true","7","150","13","17","0","5","29"
"1044","7","0.5","true","7","150","13","32","1","57","504"
"1045","7","0.5","true","7","150","13","27","1","70","625"
"1047","7","0.5","true","7","150","13","28","1","74","612"
"1048","7","0.5","true","7","150","13","27","1","66","605"
"1049","7","0.5","true","7","150","13","16","0","3","12"
"1050","7","0.5","true","7","150","13","31","1","69","536"
"1052","7","0.5","true","7","150","13","15","0","2","4"
"1051","7","0.5","true","7","150","13","34","1","67","588"
"1054","7","0.5","true","7","150","13","24","0","33","264"
"1053","7","0.5","true","7","150","13","32","1","72","610"
"1055","7","0.5","true","7","150","13","35","1","69","583"
"1056","7","0.5","true","7","150","13","28","1","69","567"
"1057","7","0.5","true","7","150","13","30","1","75","661"
"1059","7","0.5","true","7","150","13","28","1","67","588"
"1060","7","0.5","true","7","150","13","27","1","64","597"
"1061","7","0.5","true","7","150","13","27","1","76","648"
"1058","7","0.5","true","7","150","13","31","1","76","621"
"1062","7","0.5","true","7","150","13","27","0","69","611"
"1063","7","0.5","true","7","150","13","31","1","69","583"
"1065","7","0.5","true","7","150","13","27","1","62","538"
"1066","7","0.5","true","7","150","13","31","1","67","549"
"1067","7","0.5","true","7","150","13","27","1","70","674"
"1064","7","0.5","true","7","150","13","39","1","72","663"
"1068","7","0.5","true","7","150","13","18","0","12","115"
"1071","7","0.5","true","7","150","13","17","0","4","17"
"1070","7","0.5","true","7","150","13","34","1","76","653"
"1069","7","0.5","true","7","150","13","32","1","72","626"
"1072","7","0.5","true","7","150","13","27","1","74","637"
"1075","7","0.5","true","7","150","13","17","0","3","14"
"1073","7","0.5","true","7","150","13","27","1","75","658"
"1074","7","0.5","true","7","150","13","29","1","57","567"
"1077","7","0.5","true","7","150","13","17","0","6","56"
"1079","7","0.5","true","7","150","13","16","0","3","12"
"1078","7","0.5","true","7","150","13","16","0","3","12"
"1076","7","0.5","true","7","150","13","30","1","67","572"
"1080","7","0.5","true","7","150","13","14","0","1","4"
"1082","7","0.5","true","7","150","13","30","1","66","592"
"1081","7","0.5","true","7","150","13","31","0","60","547"
"1084","7","0.5","true","7","150","13","29","0","34","276"
"1083","7","0.5","true","7","150","13","29","1","69","605"
"1085","7","0.5","true","7","150","13","29","1","61","533"
"1086","7","0.5","true","7","150","13","27","1","34","289"
"1088","7","0.5","true","7","150","13","17","0","6","42"
"1087","7","0.5","true","7","150","13","29","1","74","624"
"1090","7","0.5","true","7","150","13","26","1","69","644"
"1089","7","0.5","true","7","150","13","32","1","68","584"
"1091","7","0.5","true","7","150","13","33","1","75","605"
"1092","7","0.5","true","7","150","13","34","1","69","603"
"1093","7","0.5","true","7","150","13","33","1","72","641"
"1094","7","0.5","true","7","150","13","31","1","77","636"
"1095","7","0.5","true","7","150","13","30","1","71","610"
"1096","7","0.5","true","7","150","13","29","1","67","579"
"1097","7","0.5","true","7","150","13","28","0","54","449"
"1098","7","0.5","true","7","150","13","27","1","68","639"
"1102","7","0.55","true","7","150","13","15","0","2","6"
"1100","7","0.5","true","7","150","13","16","0","2","5"
"1101","7","0.55","true","7","150","13","30","0","47","418"
"1103","7","0.55","true","7","150","13","32","1","63","578"
"1099","7","0.5","true","7","150","13","26","1","60","553"
"1104","7","0.55","true","7","150","13","26","1","55","508"
"1105","7","0.55","true","7","150","13","29","1","54","476"
"1106","7","0.55","true","7","150","13","30","1","57","505"
"1108","7","0.55","true","7","150","13","28","1","67","599"
"1107","7","0.55","true","7","150","13","28","1","70","588"
"1109","7","0.55","true","7","150","13","33","0","40","355"
"1113","7","0.55","true","7","150","13","17","0","8","64"
"1110","7","0.55","true","7","150","13","30","1","62","542"
"1111","7","0.55","true","7","150","13","29","0","59","522"
"1114","7","0.55","true","7","150","13","24","0","36","349"
"1116","7","0.55","true","7","150","13","19","0","6","51"
"1115","7","0.55","true","7","150","13","26","0","20","162"
"1118","7","0.55","true","7","150","13","17","0","4","34"
"1112","7","0.55","true","7","150","13","34","1","62","529"
"1117","7","0.55","true","7","150","13","31","1","60","532"
"1119","7","0.55","true","7","150","13","22","0","19","135"
"1120","7","0.55","true","7","150","13","28","0","53","448"
"1121","7","0.55","true","7","150","13","22","0","14","118"
"1123","7","0.55","true","7","150","13","20","0","11","93"
"1122","7","0.55","true","7","150","13","24","0","27","235"
"1124","7","0.55","true","7","150","13","17","0","3","18"
"1125","7","0.55","true","7","150","13","23","0","21","167"
"1126","7","0.55","true","7","150","13","30","1","50","425"
"1127","7","0.55","true","7","150","13","29","1","58","502"
"1128","7","0.55","true","7","150","13","30","1","52","449"
"1131","7","0.55","true","7","150","13","26","1","43","385"
"1129","7","0.55","true","7","150","13","25","1","34","331"
"1130","7","0.55","true","7","150","13","35","1","65","517"
"1132","7","0.55","true","7","150","13","29","1","54","456"
"1135","7","0.55","true","7","150","13","26","1","58","493"
"1133","7","0.55","true","7","150","13","29","1","32","299"
"1134","7","0.55","true","7","150","13","26","1","44","381"
"1136","7","0.55","true","7","150","13","28","1","29","260"
"1137","7","0.55","true","7","150","13","26","0","56","493"
"1140","7","0.55","true","7","150","13","15","0","2","10"
"1141","7","0.55","true","7","150","13","18","0","7","40"
"1139","7","0.55","true","7","150","13","28","1","41","368"
"1142","7","0.55","true","7","150","13","15","0","2","7"
"1138","7","0.55","true","7","150","13","33","1","52","452"
"1143","7","0.55","true","7","150","13","32","1","54","500"
"1146","7","0.55","true","7","150","13","22","0","22","214"
"1144","7","0.55","true","7","150","13","27","1","67","610"
"1145","7","0.55","true","7","150","13","29","1","65","541"
"1147","7","0.55","true","7","150","13","26","1","63","584"
"1148","7","0.55","true","7","150","13","30","0","67","588"
"1149","7","0.55","true","7","150","13","29","1","55","496"
"1151","7","0.55","true","7","150","13","34","1","63","525"
"1152","7","0.55","true","7","150","13","25","0","40","384"
"1150","7","0.55","true","7","150","13","28","1","56","532"
"1153","7","0.55","true","7","150","13","18","0","8","64"
"1154","7","0.55","true","7","150","13","16","0","4","30"
"1155","7","0.55","true","7","150","13","27","0","45","390"
"1156","7","0.55","true","7","150","13","29","1","58","514"
"1158","7","0.55","true","7","150","13","29","1","59","500"
"1159","7","0.55","true","7","150","13","28","1","42","362"
"1157","7","0.55","true","7","150","13","32","0","57","519"
"1161","7","0.55","true","7","150","13","31","1","63","518"
"1162","7","0.55","true","7","150","13","16","0","3","18"
"1160","7","0.55","true","7","150","13","40","1","68","597"
"1164","7","0.55","true","7","150","13","19","0","17","174"
"1163","7","0.55","true","7","150","13","14","0","1","2"
"1167","7","0.55","true","7","150","13","14","0","1","2"
"1166","7","0.55","true","7","150","13","28","0","64","536"
"1165","7","0.55","true","7","150","13","29","1","64","577"
"1168","7","0.55","true","7","150","13","27","0","36","324"
"1170","7","0.55","true","7","150","13","29","1","57","524"
"1169","7","0.55","true","7","150","13","31","1","56","514"
"1171","7","0.55","true","7","150","13","29","1","61","552"
"1175","7","0.55","true","7","150","13","14","0","1","6"
"1173","7","0.55","true","7","150","13","31","1","62","532"
"1174","7","0.55","true","7","150","13","26","0","34","282"
"1172","7","0.55","true","7","150","13","29","1","67","605"
"1178","7","0.55","true","7","150","13","14","0","1","3"
"1177","7","0.55","true","7","150","13","27","0","46","415"
"1176","7","0.55","true","7","150","13","30","0","59","547"
"1181","7","0.55","true","7","150","13","21","0","12","88"
"1179","7","0.55","true","7","150","13","31","1","54","433"
"1182","7","0.55","true","7","150","13","16","0","4","27"
"1180","7","0.55","true","7","150","13","25","0","34","366"
"1185","7","0.55","true","7","150","13","29","1","44","404"
"1183","7","0.55","true","7","150","13","30","1","65","568"
"1186","7","0.55","true","7","150","13","32","1","48","420"
"1184","7","0.55","true","7","150","13","30","1","58","532"
"1188","7","0.55","true","7","150","13","18","0","8","64"
"1187","7","0.55","true","7","150","13","29","0","53","448"
"1189","7","0.55","true","7","150","13","31","1","64","533"
"1191","7","0.55","true","7","150","13","24","0","30","223"
"1190","7","0.55","true","7","150","13","21","0","14","112"
"1192","7","0.55","true","7","150","13","31","0","49","434"
"1193","7","0.55","true","7","150","13","28","1","52","518"
"1196","7","0.55","true","7","150","13","16","0","4","18"
"1194","7","0.55","true","7","150","13","29","1","51","484"
"1195","7","0.55","true","7","150","13","24","1","53","498"
"1199","7","0.55","true","7","150","13","28","1","67","556"
"1198","7","0.55","true","7","150","13","32","1","63","562"
"1197","7","0.55","true","7","150","13","35","1","66","568"
"1202","7","0.6","true","7","150","13","14","0","1","7"
"1201","7","0.6","true","7","150","13","17","0","6","44"
"1200","7","0.55","true","7","150","13","29","1","38","376"
"1205","7","0.6","true","7","150","13","17","0","3","9"
"1203","7","0.6","true","7","150","13","30","1","48","445"
"1207","7","0.6","true","7","150","13","14","0","1","3"
"1204","7","0.6","true","7","150","13","25","0","32","268"
"1206","7","0.6","true","7","150","13","30","0","49","439"
"1210","7","0.6","true","7","150","13","15","0","2","10"
"1209","7","0.6","true","7","150","13","26","0","52","455"
"1208","7","0.6","true","7","150","13","25","0","37","370"
"1212","7","0.6","true","7","150","13","24","0","13","111"
"1213","7","0.6","true","7","150","13","15","0","2","7"
"1211","7","0.6","true","7","150","13","30","1","64","565"
"1215","7","0.6","true","7","150","13","18","0","4","19"
"1216","7","0.6","true","7","150","13","19","0","5","36"
"1214","7","0.6","true","7","150","13","27","1","40","322"
"1218","7","0.6","true","7","150","13","24","0","22","170"
"1220","7","0.6","true","7","150","13","26","1","49","458"
"1219","7","0.6","true","7","150","13","18","0","10","95"
"1217","7","0.6","true","7","150","13","19","0","11","84"
"1221","7","0.6","true","7","150","13","26","0","28","215"
"1222","7","0.6","true","7","150","13","14","0","1","2"
"1224","7","0.6","true","7","150","13","18","0","5","34"
"1223","7","0.6","true","7","150","13","33","0","40","323"
"1225","7","0.6","true","7","150","13","19","0","10","58"
"1226","7","0.6","true","7","150","13","25","0","19","138"
"1227","7","0.6","true","7","150","13","20","0","9","91"
"1228","7","0.6","true","7","150","13","30","1","56","482"
"1229","7","0.6","true","7","150","13","30","0","53","456"
"1230","7","0.6","true","7","150","13","26","1","49","440"
"1234","7","0.6","true","7","150","13","15","0","2","13"
"1232","7","0.6","true","7","150","13","28","1","42","389"
"1231","7","0.6","true","7","150","13","29","0","60","514"
"1236","7","0.6","true","7","150","13","16","0","2","16"
"1233","7","0.6","true","7","150","13","32","1","37","340"
"1235","7","0.6","true","7","150","13","32","1","59","530"
"1237","7","0.6","true","7","150","13","15","0","2","5"
"1238","7","0.6","true","7","150","13","32","0","55","494"
"1240","7","0.6","true","7","150","13","14","0","1","4"
"1239","7","0.6","true","7","150","13","27","1","48","491"
"1241","7","0.6","true","7","150","13","16","0","3","16"
"1242","7","0.6","true","7","150","13","17","0","5","31"
"1244","7","0.6","true","7","150","13","18","0","9","74"
"1243","7","0.6","true","7","150","13","23","0","16","125"
"1247","7","0.6","true","7","150","13","24","1","33","315"
"1245","7","0.6","true","7","150","13","20","0","10","76"
"1246","7","0.6","true","7","150","13","30","1","53","467"
"1249","7","0.6","true","7","150","13","18","0","12","127"
"1248","7","0.6","true","7","150","13","31","1","56","497"
"1252","7","0.6","true","7","150","13","16","0","3","16"
"1251","7","0.6","true","7","150","13","18","0","8","72"
"1253","7","0.6","true","7","150","13","20","0","19","202"
"1250","7","0.6","true","7","150","13","29","0","52","462"
"1254","7","0.6","true","7","150","13","24","0","20","177"
"1256","7","0.6","true","7","150","13","19","0","8","71"
"1255","7","0.6","true","7","150","13","32","1","51","462"
"1257","7","0.6","true","7","150","13","21","0","20","185"
"1258","7","0.6","true","7","150","13","22","0","27","233"
"1259","7","0.6","true","7","150","13","17","0","5","32"
"1260","7","0.6","true","7","150","13","14","0","1","3"
"1261","7","0.6","true","7","150","13","16","0","3","12"
"1263","7","0.6","true","7","150","13","16","0","3","20"
"1262","7","0.6","true","7","150","13","29","1","47","410"
"1264","7","0.6","true","7","150","13","16","0","2","12"
"1266","7","0.6","true","7","150","13","30","1","33","296"
"1265","7","0.6","true","7","150","13","26","1","43","425"
"1269","7","0.6","true","7","150","13","18","0","5","23"
"1268","7","0.6","true","7","150","13","26","1","30","296"
"1267","7","0.6","true","7","150","13","33","1","40","381"
"1273","7","0.6","true","7","150","13","14","0","1","2"
"1272","7","0.6","true","7","150","13","16","0","2","5"
"1271","7","0.6","true","7","150","13","26","0","18","152"
"1270","7","0.6","true","7","150","13","28","1","53","487"
"1274","7","0.6","true","7","150","13","16","0","3","31"
"1276","7","0.6","true","7","150","13","17","0","6","43"
"1275","7","0.6","true","7","150","13","23","1","37","359"
"1277","7","0.6","true","7","150","13","14","0","1","2"
"1278","7","0.6","true","7","150","13","25","1","41","376"
"1280","7","0.6","true","7","150","13","14","0","1","4"
"1279","7","0.6","true","7","150","13","21","0","9","69"
"1281","7","0.6","true","7","150","13","14","0","1","3"
"1282","7","0.6","true","7","150","13","18","0","9","65"
"1284","7","0.6","true","7","150","13","29","0","37","355"
"1285","7","0.6","true","7","150","13","16","0","3","8"
"1286","7","0.6","true","7","150","13","24","0","18","122"
"1283","7","0.6","true","7","150","13","32","0","45","402"
"1287","7","0.6","true","7","150","13","31","0","63","539"
"1290","7","0.6","true","7","150","13","22","0","32","302"
"1289","7","0.6","true","7","150","13","26","0","36","339"
"1288","7","0.6","true","7","150","13","35","1","47","440"
"1292","7","0.6","true","7","150","13","22","0","18","164"
"1291","7","0.6","true","7","150","13","31","1","51","420"
"1293","7","0.6","true","7","150","13","27","1","47","422"
"1295","7","0.6","true","7","150","13","21","0","16","132"
"1294","7","0.6","true","7","150","13","21","0","13","105"
"1297","7","0.6","true","7","150","13","27","0","38","325"
"1296","7","0.6","true","7","150","13","26","0","23","256"
"1298","7","0.6","true","7","150","13","25","0","27","243"
"1300","7","0.6","true","7","150","13","16","0","3","12"
"1302","7","0.65","true","7","150","13","14","0","1","3"
"1301","7","0.65","true","7","150","13","24","0","20","152"
"1303","7","0.65","true","7","150","13","15","0","2","9"
"1299","7","0.6","true","7","150","13","30","0","50","461"
"1306","7","0.65","true","7","150","13","16","0","3","20"
"1305","7","0.65","true","7","150","13","16","0","3","22"
"1304","7","0.65","true","7","150","13","27","1","44","428"
"1307","7","0.65","true","7","150","13","19","0","5","26"
"1310","7","0.65","true","7","150","13","20","0","9","63"
"1309","7","0.65","true","7","150","13","27","1","51","463"
"1308","7","0.65","true","7","150","13","24","0","19","135"
"1312","7","0.65","true","7","150","13","20","0","11","86"
"1311","7","0.65","true","7","150","13","20","0","8","64"
"1314","7","0.65","true","7","150","13","25","0","22","230"
"1315","7","0.65","true","7","150","13","27","0","40","363"
"1317","7","0.65","true","7","150","13","16","0","3","20"
"1313","7","0.65","true","7","150","13","36","1","48","439"
"1318","7","0.65","true","7","150","13","17","0","4","26"
"1316","7","0.65","true","7","150","13","27","0","20","172"
"1319","7","0.65","true","7","150","13","21","0","9","101"
"1321","7","0.65","true","7","150","13","27","1","28","247"
"1320","7","0.65","true","7","150","13","27","1","45","385"
"1322","7","0.65","true","7","150","13","24","1","24","229"
"1323","7","0.65","true","7","150","13","28","1","37","361"
"1325","7","0.65","true","7","150","13","31","0","34","300"
"1327","7","0.65","true","7","150","13","20","0","16","130"
"1326","7","0.65","true","7","150","13","17","0","3","22"
"1324","7","0.65","true","7","150","13","28","0","49","419"
"1329","7","0.65","true","7","150","13","16","0","5","38"
"1331","7","0.65","true","7","150","13","25","0","22","181"
"1330","7","0.65","true","7","150","13","23","0","28","248"
"1328","7","0.65","true","7","150","13","23","0","16","154"
"1335","7","0.65","true","7","150","13","14","0","1","2"
"1332","7","0.65","true","7","150","13","21","0","16","145"
"1333","7","0.65","true","7","150","13","25","0","26","194"
"1334","7","0.65","true","7","150","13","18","0","4","28"
"1337","7","0.65","true","7","150","13","18","0","9","91"
"1336","7","0.65","true","7","150","13","23","0","13","120"
"1338","7","0.65","true","7","150","13","18","0","9","68"
"1339","7","0.65","true","7","150","13","27","0","41","376"
"1341","7","0.65","true","7","150","13","24","0","16","134"
"1340","7","0.65","true","7","150","13","29","1","53","428"
"1342","7","0.65","true","7","150","13","21","0","21","168"
"1344","7","0.65","true","7","150","13","15","0","2","11"
"1345","7","0.65","true","7","150","13","15","0","2","6"
"1343","7","0.65","true","7","150","13","16","0","4","25"
"1346","7","0.65","true","7","150","13","25","0","24","247"
"1347","7","0.65","true","7","150","13","15","0","3","16"
"1348","7","0.65","true","7","150","13","16","0","5","39"
"1350","7","0.65","true","7","150","13","17","0","5","28"
"1349","7","0.65","true","7","150","13","14","0","1","3"
"1353","7","0.65","true","7","150","13","19","0","7","49"
"1351","7","0.65","true","7","150","13","29","1","43","384"
"1352","7","0.65","true","7","150","13","27","1","36","296"
"1357","7","0.65","true","7","150","13","14","0","1","5"
"1355","7","0.65","true","7","150","13","19","0","5","27"
"1356","7","0.65","true","7","150","13","24","0","25","251"
"1354","7","0.65","true","7","150","13","29","0","23","209"
"1359","7","0.65","true","7","150","13","14","0","1","3"
"1358","7","0.65","true","7","150","13","19","0","6","42"
"1362","7","0.65","true","7","150","13","15","0","2","8"
"1360","7","0.65","true","7","150","13","26","0","40","392"
"1361","7","0.65","true","7","150","13","26","0","18","152"
"1364","7","0.65","true","7","150","13","16","0","2","4"
"1363","7","0.65","true","7","150","13","24","0","17","143"
"1365","7","0.65","true","7","150","13","34","1","47","402"
"1366","7","0.65","true","7","150","13","24","0","27","212"
"1368","7","0.65","true","7","150","13","25","0","23","202"
"1369","7","0.65","true","7","150","13","22","0","20","203"
"1367","7","0.65","true","7","150","13","29","0","29","229"
"1373","7","0.65","true","7","150","13","18","0","5","38"
"1372","7","0.65","true","7","150","13","15","0","2","13"
"1371","7","0.65","true","7","150","13","24","0","21","183"
"1370","7","0.65","true","7","150","13","27","0","32","296"
"1375","7","0.65","true","7","150","13","16","0","3","17"
"1374","7","0.65","true","7","150","13","18","0","6","39"
"1376","7","0.65","true","7","150","13","18","0","7","58"
"1377","7","0.65","true","7","150","13","20","0","8","56"
"1379","7","0.65","true","7","150","13","19","0","7","55"
"1378","7","0.65","true","7","150","13","24","0","23","216"
"1380","7","0.65","true","7","150","13","24","0","27","240"
"1382","7","0.65","true","7","150","13","17","0","3","15"
"1381","7","0.65","true","7","150","13","24","0","19","141"
"1383","7","0.65","true","7","150","13","19","0","6","51"
"1387","7","0.65","true","7","150","13","19","0","8","66"
"1384","7","0.65","true","7","150","13","35","1","43","403"
"1385","7","0.65","true","7","150","13","28","1","40","361"
"1386","7","0.65","true","7","150","13","26","0","17","156"
"1388","7","0.65","true","7","150","13","20","0","10","86"
"1389","7","0.65","true","7","150","13","22","0","11","73"
"1392","7","0.65","true","7","150","13","18","0","5","38"
"1390","7","0.65","true","7","150","13","24","0","26","229"
"1391","7","0.65","true","7","150","13","16","0","3","22"
"1393","7","0.65","true","7","150","13","17","0","3","19"
"1397","7","0.65","true","7","150","13","24","0","34","297"
"1395","7","0.65","true","7","150","13","25","0","33","290"
"1394","7","0.65","true","7","150","13","29","0","44","379"
"1396","7","0.65","true","7","150","13","25","0","40","387"
"1399","7","0.65","true","7","150","13","17","0","5","35"
"1400","7","0.65","true","7","150","13","16","0","3","19"
"1402","7","0.7","true","7","150","13","22","0","18","156"
"1398","7","0.65","true","7","150","13","28","0","24","210"
"1403","7","0.7","true","7","150","13","14","0","1","2"
"1401","7","0.7","true","7","150","13","25","0","20","199"
"1404","7","0.7","true","7","150","13","17","0","3","14"
"1405","7","0.7","true","7","150","13","17","0","6","48"
"1406","7","0.7","true","7","150","13","14","0","1","2"
"1407","7","0.7","true","7","150","13","18","0","7","52"
"1408","7","0.7","true","7","150","13","20","0","9","72"
"1409","7","0.7","true","7","150","13","26","0","33","264"
"1410","7","0.7","true","7","150","13","24","0","24","220"
"1412","7","0.7","true","7","150","13","14","0","1","4"
"1411","7","0.7","true","7","150","13","18","0","7","65"
"1413","7","0.7","true","7","150","13","19","0","14","109"
"1415","7","0.7","true","7","150","13","20","0","13","127"
"1417","7","0.7","true","7","150","13","18","0","5","36"
"1414","7","0.7","true","7","150","13","20","0","10","90"
"1418","7","0.7","true","7","150","13","15","0","2","12"
"1419","7","0.7","true","7","150","13","14","0","1","11"
"1420","7","0.7","true","7","150","13","15","0","2","7"
"1416","7","0.7","true","7","150","13","28","0","27","227"
"1422","7","0.7","true","7","150","13","17","0","5","38"
"1421","7","0.7","true","7","150","13","19","0","11","94"
"1423","7","0.7","true","7","150","13","14","0","1","4"
"1425","7","0.7","true","7","150","13","21","0","19","193"
"1426","7","0.7","true","7","150","13","26","0","22","210"
"1424","7","0.7","true","7","150","13","22","0","16","186"
"1427","7","0.7","true","7","150","13","18","0","6","42"
"1429","7","0.7","true","7","150","13","16","0","3","25"
"1428","7","0.7","true","7","150","13","18","0","9","93"
"1431","7","0.7","true","7","150","13","15","0","3","15"
"1432","7","0.7","true","7","150","13","22","0","12","105"
"1433","7","0.7","true","7","150","13","14","0","1","6"
"1430","7","0.7","true","7","150","13","20","0","11","81"
"1436","7","0.7","true","7","150","13","14","0","1","4"
"1435","7","0.7","true","7","150","13","16","0","4","34"
"1434","7","0.7","true","7","150","13","17","0","4","19"
"1437","7","0.7","true","7","150","13","16","0","3","27"
"1440","7","0.7","true","7","150","13","19","0","6","36"
"1439","7","0.7","true","7","150","13","24","0","23","191"
"1438","7","0.7","true","7","150","13","28","1","35","352"
"1442","7","0.7","true","7","150","13","26","0","21","238"
"1443","7","0.7","true","7","150","13","25","1","30","279"
"1441","7","0.7","true","7","150","13","22","0","17","156"
"1444","7","0.7","true","7","150","13","28","1","32","301"
"1445","7","0.7","true","7","150","13","17","0","4","27"
"1446","7","0.7","true","7","150","13","15","0","2","7"
"1448","7","0.7","true","7","150","13","22","0","18","141"
"1449","7","0.7","true","7","150","13","14","0","1","4"
"1450","7","0.7","true","7","150","13","21","0","14","149"
"1447","7","0.7","true","7","150","13","19","0","12","123"
"1451","7","0.7","true","7","150","13","20","0","13","118"
"1455","7","0.7","true","7","150","13","15","0","2","10"
"1453","7","0.7","true","7","150","13","20","0","11","114"
"1456","7","0.7","true","7","150","13","16","0","5","29"
"1454","7","0.7","true","7","150","13","18","0","5","29"
"1457","7","0.7","true","7","150","13","17","0","7","63"
"1452","7","0.7","true","7","150","13","31","0","27","264"
"1459","7","0.7","true","7","150","13","16","0","5","49"
"1458","7","0.7","true","7","150","13","15","0","2","15"
"1461","7","0.7","true","7","150","13","15","0","2","6"
"1460","7","0.7","true","7","150","13","24","0","21","216"
"1462","7","0.7","true","7","150","13","16","0","5","24"
"1463","7","0.7","true","7","150","13","19","0","12","104"
"1464","7","0.7","true","7","150","13","22","0","10","71"
"1468","7","0.7","true","7","150","13","15","0","3","12"
"1467","7","0.7","true","7","150","13","15","0","3","28"
"1465","7","0.7","true","7","150","13","31","1","41","369"
"1466","7","0.7","true","7","150","13","26","0","28","257"
"1470","7","0.7","true","7","150","13","16","0","3","18"
"1471","7","0.7","true","7","150","13","20","0","11","120"
"1473","7","0.7","true","7","150","13","17","0","6","40"
"1469","7","0.7","true","7","150","13","31","0","31","278"
"1472","7","0.7","true","7","150","13","19","0","9","59"
"1474","7","0.7","true","7","150","13","24","0","17","170"
"1476","7","0.7","true","7","150","13","14","0","1","3"
"1475","7","0.7","true","7","150","13","20","0","9","80"
"1478","7","0.7","true","7","150","13","15","0","2","4"
"1479","7","0.7","true","7","150","13","17","0","5","45"
"1477","7","0.7","true","7","150","13","18","0","9","80"
"1481","7","0.7","true","7","150","13","16","0","3","17"
"1482","7","0.7","true","7","150","13","19","0","9","65"
"1480","7","0.7","true","7","150","13","19","0","11","111"
"1484","7","0.7","true","7","150","13","14","0","1","4"
"1483","7","0.7","true","7","150","13","23","0","27","223"
"1486","7","0.7","true","7","150","13","16","0","2","10"
"1485","7","0.7","true","7","150","13","25","0","13","151"
"1487","7","0.7","true","7","150","13","19","0","10","91"
"1489","7","0.7","true","7","150","13","15","0","2","15"
"1488","7","0.7","true","7","150","13","17","0","7","73"
"1490","7","0.7","true","7","150","13","18","0","6","34"
"1493","7","0.7","true","7","150","13","14","0","1","6"
"1491","7","0.7","true","7","150","13","18","0","7","69"
"1492","7","0.7","true","7","150","13","27","0","23","230"
"1494","7","0.7","true","7","150","13","18","0","8","56"
"1498","7","0.7","true","7","150","13","24","0","16","162"
"1496","7","0.7","true","7","150","13","25","0","21","191"
"1495","7","0.7","true","7","150","13","25","0","18","161"
"1497","7","0.7","true","7","150","13","26","0","32","275"
"1499","7","0.7","true","7","150","13","20","0","17","178"
"1500","7","0.7","true","7","150","13","24","0","29","240"
"1502","7","0.75","true","7","150","13","20","0","8","62"
"1504","7","0.75","true","7","150","13","15","0","2","15"
"1503","7","0.75","true","7","150","13","16","0","5","43"
"1501","7","0.75","true","7","150","13","17","0","6","49"
"1506","7","0.75","true","7","150","13","17","0","5","40"
"1505","7","0.75","true","7","150","13","17","0","4","25"
"1507","7","0.75","true","7","150","13","18","0","8","72"
"1508","7","0.75","true","7","150","13","24","0","12","119"
"1509","7","0.75","true","7","150","13","18","0","7","79"
"1510","7","0.75","true","7","150","13","20","0","9","79"
"1511","7","0.75","true","7","150","13","19","0","7","68"
"1513","7","0.75","true","7","150","13","15","0","2","9"
"1514","7","0.75","true","7","150","13","14","0","1","4"
"1515","7","0.75","true","7","150","13","15","0","2","10"
"1512","7","0.75","true","7","150","13","14","0","1","4"
"1517","7","0.75","true","7","150","13","16","0","3","16"
"1518","7","0.75","true","7","150","13","16","0","2","11"
"1516","7","0.75","true","7","150","13","25","1","21","205"
"1519","7","0.75","true","7","150","13","14","0","1","6"
"1522","7","0.75","true","7","150","13","14","0","1","4"
"1520","7","0.75","true","7","150","13","17","0","3","19"
"1521","7","0.75","true","7","150","13","21","0","13","110"
"1524","7","0.75","true","7","150","13","14","0","1","4"
"1525","7","0.75","true","7","150","13","16","0","2","14"
"1523","7","0.75","true","7","150","13","30","0","31","295"
"1526","7","0.75","true","7","150","13","16","0","4","36"
"1528","7","0.75","true","7","150","13","16","0","2","10"
"1527","7","0.75","true","7","150","13","21","0","11","96"
"1530","7","0.75","true","7","150","13","14","0","1","2"
"1529","7","0.75","true","7","150","13","17","0","4","21"
"1531","7","0.75","true","7","150","13","18","0","9","73"
"1532","7","0.75","true","7","150","13","19","0","8","49"
"1533","7","0.75","true","7","150","13","17","0","4","27"
"1535","7","0.75","true","7","150","13","15","0","2","13"
"1536","7","0.75","true","7","150","13","23","0","16","177"
"1538","7","0.75","true","7","150","13","17","0","4","26"
"1534","7","0.75","true","7","150","13","19","0","6","54"
"1539","7","0.75","true","7","150","13","16","0","6","37"
"1537","7","0.75","true","7","150","13","16","0","4","20"
"1540","7","0.75","true","7","150","13","15","0","2","10"
"1541","7","0.75","true","7","150","13","17","0","6","50"
"1543","7","0.75","true","7","150","13","16","0","3","39"
"1542","7","0.75","true","7","150","13","17","0","4","22"
"1544","7","0.75","true","7","150","13","17","0","4","32"
"1547","7","0.75","true","7","150","13","14","0","1","5"
